V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,LocationLatitude,LocationLongitude,LocationAccuracy,
R_0PwqKiWlB17rZ8F,Default Response Set,Anonymous,,,128.237.220.246,0,2015-03-04 12:53:27,2015-03-04 12:55:26,1,1,AndyFang,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Master student,CN - China,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",5,2,3,4,5,40.443893432617,-79.956100463867,-1,
R_2yema33F0cubclT,Default Response Set,Anonymous,,,117.193.51.127,0,2015-03-04 13:28:54,2015-03-04 13:30:28,1,1,desertstorm,Firefox,36.0,Windows NT 6.1,1366x768,11.9.900,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,Male,20-25 years old,Undergraduate/Bachelor's degree,Python,mts,IN - India,"5.5,(GMT+05:30) Chennai",1-unwilling,2,3,2,2,13.083297729492,80.283294677734,-1,
R_BuqlHuQKhxrDnKF,Default Response Set,Anonymous,,,93.73.21.115,0,2015-03-04 13:32:44,2015-03-04 13:37:17,1,1,Breusov,Chrome,38.0.2125.111,Windows NT 6.3,1600x900,15.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Java,,UA - Ukraine,"2,(GMT+02:00) Kyev",5,10,8,8,16,50.433303833008,30.516693115234,-1,
R_3scqhgpDjDBk0A3,Default Response Set,Anonymous,,,93.73.21.115,0,2015-03-04 13:38:43,2015-03-04 13:40:24,1,1,Breusov,Chrome,38.0.2125.111,Windows NT 6.3,1600x900,15.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Java,working,UA - Ukraine,"2,(GMT+02:00) Kyev",5,10,8,8,16,50.433303833008,30.516693115234,-1,
R_1i2mIBDDallkLaE,Default Response Set,Anonymous,,,93.127.107.227,0,2015-03-03 10:06:50,2015-03-04 13:46:30,1,1,brev,Chrome,40.0.2214.115,Windows NT 5.1,1680x1050,16.0.0,1,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,51 years and above,Postgraduate/Master of arts,C++,director,UA - Ukraine,"2,(GMT+02:00) Kyev",7,20,20,20,20,48.462997436523,35.039001464844,-1,
R_A6wVDavmHLcfNCx,Default Response Set,Anonymous,,,50.131.118.29,0,2015-03-04 15:30:18,2015-03-04 15:31:42,1,1,GrantRVD,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,26-30 years,Undergraduate/Bachelor's degree,Python,Intending to return to graduate school in Fall,US - United States,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",9,8,8,8,8,36.391693115234,-121.65380096436,-1,
R_af7A7JAIbFPkf7z,Default Response Set,Anonymous,,,84.209.25.103,0,2015-03-04 15:40:35,2015-03-04 15:44:58,1,1,snixtho,Chrome,40.0.2214.115,Windows NT 6.1,2560x1440,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,High School,C++,"Secondary Highschool, last year",NO - Norway,"1,(GMT+01:00) Amsterdam",7,13,10,17,13,59.932098388672,10.960800170898,-1,
R_uaIb1OQ1fY06M3T,Default Response Set,Anonymous,,,121.54.54.239,0,2015-03-04 15:54:30,2015-03-04 16:00:58,1,1,TMALBONPH,Firefox,35.0,Linux i686,1280x800,-1,,Mozilla/5.0 (X11; Linux i686; rv:35.0) Gecko/20100101 Firefox/35.0,Male,51 years and above,Undergraduate/Bachelor's degree,C++,NOT-EMPLOYED,PH - Philippines,"9,(GMT+09:00) Tokyo",10-completely willing,4,4,4,4,14.583297729492,120.96670532227,-1,
R_1Q6otZmHsnxG2sM,Default Response Set,Anonymous,,,94.174.175.140,0,2015-03-04 17:10:22,2015-03-04 17:11:58,1,1,srivastu,Chrome,40.0.2214.115,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Female,31-40 years,Postgraduate/Master of arts,C#,employed,IN - India,"0,(GMT) London",2,2,2,2,2,51.38330078125,-0.10000610351562,-1,
R_1PTx5DwZwzLv9ca,Default Response Set,Anonymous,,,74.125.59.97,0,2015-03-04 17:52:16,2015-03-04 17:53:34,1,1,daviduarte,Chrome,40.0.2214.115,Linux x86_64,2560x1600,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Google,BR - Brazil,"-3,(GMT-03:00) Brasilia",8,4,4,4,4,47.606201171875,-122.33209991455,-1,
R_25Tw9nRfYkCFy5T,Default Response Set,Anonymous,,,63.158.138.157,0,2015-03-04 17:52:38,2015-03-04 17:55:53,1,1,Sord,Chrome,40.0.2214.115,Windows NT 5.1,1680x1050,16.0.0,1,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,41-50 years,Undergraduate/Bachelor's degree,Java,Employed Full Time,US - United States,"-6,(GMT-06:00) Central Time (US &amp; Canada)",4,3,1,1,3,44.984298706055,-93.265403747559,-1,
R_3h6EWBzXolH8KPL,Default Response Set,Anonymous,,,188.2.12.172,0,2015-03-04 17:56:02,2015-03-04 17:58:24,1,1,marsavic,Chrome,40.0.2214.115,Windows NT 6.3,1280x1024,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Postgraduate/Master of arts,Java,PhD student,RS - Serbia,"1,(GMT+01:00) Belgrade",8,10,6,10,8,45.251693725586,19.836898803711,-1,
R_Q4CP9Wt3aKoG5Ed,Default Response Set,Anonymous,,,142.244.5.156,0,2015-03-04 17:57:07,2015-03-04 17:58:55,1,1,sohel_uoa,Firefox,35.0,Ubuntu,1366x768,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:35.0) Gecko/20100101 Firefox/35.0,Male,31-40 years,Postgraduate/Master of arts,C++,Research Assistant,BD - Bangladesh,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",9,4,6,6,8,53.524795532227,-113.53340148926,-1,
R_2V8QbWOByNzldQI,Default Response Set,Anonymous,,,83.27.77.88,0,2015-03-04 17:55:52,2015-03-04 17:59:00,1,1,mateuszlewko,Chrome,40.0.2214.109,Linux,439x732,-1,1,"Mozilla/5.0 (Linux; Android 5.0.1; Nexus 4 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,<20 years old,High School,C#,Student,PL - Poland,"1,(GMT+01:00) Warsaw",8,20,4,4,10,51.100006103516,17.033294677734,-1,
R_1mUh2FaPLmHLlqg,Default Response Set,Anonymous,,,131.107.192.231,0,2015-03-04 17:57:15,2015-03-04 17:59:07,1,1,dmpetrov,Chrome,40.0.2214.115,Windows NT 6.2,2560x1440,16.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Doctorate/PhD,Python,Employed,RU - Russia,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",10-completely willing,4,4,4,4,47.680099487305,-122.12060546875,-1,
R_1QKtTA359nLNnMQ,Default Response Set,Anonymous,,,158.250.33.208,0,2015-03-04 17:58:24,2015-03-04 18:00:04,1,1,tau0,Firefox,35.0,Macintosh,1280x800,16.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0,Male,20-25 years old,Undergraduate/Bachelor's degree,C++,student,UA - Ukraine,"3,(GMT+03:00) Moscow",7,8,8,8,8,55.752197265625,37.615600585938,-1,
R_3QY4rjuh8lCDZlb,Default Response Set,Anonymous,,,95.68.163.164,0,2015-03-04 17:57:47,2015-03-04 18:00:13,1,1,antslag,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C++,programmer,RU - Russia,"3,(GMT+03:00) Moscow",5,4,2,2,2,54.328201293945,48.386596679688,-1,
R_26bzJLgpUzepF93,Default Response Set,Anonymous,,,198.7.235.119,0,2015-03-04 18:00:25,2015-03-04 18:01:46,1,1,Chikov2,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,C#,Employed/in school,RU - Russia,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",8,1,2,2,3,42.122894287109,-72.510803222656,-1,
R_29lVPbyBXR6HCjq,Default Response Set,Anonymous,,,197.158.72.42,0,2015-03-04 18:00:49,2015-03-04 18:02:32,1,1,onjanirina,Chrome,40.0.2214.115,Windows NT 6.1,1440x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,Java,Freelance,MG - Madagascar,"3,(GMT+03:00) Nairobi",10-completely willing,4,4,10,10,-22.649993896484,47.783294677734,-1,
R_21zlk9Ylzl84MBS,Default Response Set,Anonymous,,,38.112.225.51,0,2015-03-04 18:00:12,2015-03-04 18:02:37,1,1,moriara,Chrome,40.0.2214.115,Macintosh,1920x1080,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Female,20-25 years old,Postgraduate/Master of arts,Java,Software Engineer,TR - Turkey,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",7,12,8,8,5,47.610305786133,-122.33409881592,-1,
R_2S1BfZyHLzkozDq,Default Response Set,Anonymous,,,41.143.72.122,0,2015-03-04 18:01:02,2015-03-04 18:03:48,1,1,yassine12,Firefox,36.0,Ubuntu,1366x768,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:36.0) Gecko/20100101 Firefox/36.0,Male,26-30 years,Undergraduate/Bachelor's degree,C++,student,MA - Morocco,"0,(GMT) Casablanca",7,3,3,3,3,28.986999511719,-10.057403564453,-1,
R_38BAqmVcbHDjjbj,Default Response Set,Anonymous,,,109.252.221.236,0,2015-03-04 18:01:47,2015-03-04 18:04:16,1,1,avitella,Safari,8.0.3,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Developer in Yandex,RU - Russia,"3,(GMT+03:00) Moscow",4,10,10,10,10,55.752197265625,37.615600585938,-1,
R_2BqzLpSRc11Gdoq,Default Response Set,Anonymous,,,119.237.112.142,0,2015-03-04 18:01:54,2015-03-04 18:04:57,1,1,ksma,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Postgraduate/Master of arts,Java,self-employed,HK - Hong Kong,"8,(GMT+08:00) Hong Kong",7,10,10,5,0,22.283294677734,114.14999389648,-1,
R_2qjV4DrbizklClv,Default Response Set,Anonymous,,,37.215.136.182,0,2015-03-04 18:03:39,2015-03-04 18:06:00,1,1,al_gol,Chrome,40.0.2214.115,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Female,20-25 years old,Undergraduate/Bachelor's degree,C#,developer,RU - Russia,"2,(GMT+02:00) Minsk",7,2,4,4,4,53,28,-1,
R_2usbFsYiFIoX3Ez,Default Response Set,Anonymous,,,83.35.82.181,0,2015-03-04 18:03:19,2015-03-04 18:06:02,1,1,alex90,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.4; D2303 Build/18.3.1.C.0.21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,C++,student,ES - Spain,"1,(GMT+01:00) Madrid",6,10,4,8,8,40.421203613281,-3.7015991210938,-1,
R_3lEzQnd1Ksq6xWG,Default Response Set,Anonymous,,,98.122.160.171,0,2015-03-04 18:04:58,2015-03-04 18:06:50,1,1,lejosne,Chrome,40.0.2214.115,Windows NT 6.3,1280x720,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Doctorate/PhD,Other,unemployed,FR - France,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",5,30,25,25,40,36.092407226562,-78.901000976562,-1,
R_3Czk1swe6pwQ6Tn,Default Response Set,Anonymous,,,98.180.37.173,0,2015-03-04 18:04:51,2015-03-04 18:07:06,1,1,pradeep599,Chrome,38.0.2125.102,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.2; SM-N900 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.102 Mobile Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,Pursuing masters in Computer Science,IN - India,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",7,12,12,12,12,29.573104858398,-82.407600402832,-1,
R_3iQEdRWgmXOqXB5,Default Response Set,Anonymous,,,68.194.28.184,0,2015-03-04 18:06:17,2015-03-04 18:09:08,1,1,aswmtjdsj,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Pursuing Master of Science Degree in Computer Science Major,CN - China,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",9,20,10,15,20,40.844192504883,-73.145698547363,-1,
R_23e4tKnmpjbvBNA,Default Response Set,Anonymous,,,41.143.72.122,8,2015-03-04 18:08:15,2015-03-04 18:09:08,1,1,yassine12,Firefox,36.0,Ubuntu,1366x768,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:36.0) Gecko/20100101 Firefox/36.0,Male,26-30 years,Undergraduate/Bachelor's degree,C++,student,MA - Morocco,"0,(GMT) Casablanca",7,3,3,3,3,28.986999511719,-10.057403564453,-1,
R_3JFoNvX6cIjqhhl,Default Response Set,Anonymous,,,41.143.72.122,8,2015-03-04 18:09:21,2015-03-04 18:10:16,1,1,yassine12,Firefox,36.0,Ubuntu,1366x768,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:36.0) Gecko/20100101 Firefox/36.0,Male,26-30 years,Undergraduate/Bachelor's degree,C++,student,MA - Morocco,"0,(GMT) Casablanca",7,3,3,3,3,28.986999511719,-10.057403564453,-1,
R_20VwjNhMegaL7Sc,Default Response Set,Anonymous,,,135.23.121.80,0,2015-03-04 18:09:44,2015-03-04 18:12:17,1,1,Lawliet,Chrome,40.0.2214.111,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Other,3rd Year,CN - China,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",10-completely willing,10,8,8,8,43.44970703125,-80.489303588867,-1,
R_2wubUvo1T3EySZv,Default Response Set,Anonymous,,,142.254.118.131,0,2015-03-04 18:11:13,2015-03-04 18:13:16,1,1,jasonw,Chrome,40.0.2214.111,Macintosh,1920x1200,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,31-40 years,Doctorate/PhD,Other,Employed,US - United States,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",8,4,4,4,4,37.775802612305,-122.41279602051,-1,
R_1jBr2bNS3b4Q5CV,Default Response Set,Anonymous,,,173.32.167.251,0,2015-03-04 18:13:01,2015-03-04 18:15:57,1,1,petroos,Chrome,39.0.2171.71,Linux x86_64,1366x768,11.2.999,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) PLD/Th Chromium/39.0.2171.71 Chrome/39.0.2171.71 Safari/537.36",Male,31-40 years,Doctorate/PhD,C++,,PL - Poland,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",5,10,4,4,10,43.6748046875,-79.276397705078,-1,
R_d0uTj8bINTSpK2l,Default Response Set,Anonymous,,,80.174.199.112,0,2015-03-04 18:13:37,2015-03-04 18:16:46,1,1,LaguneXXX,Chrome,41.0.2272.74,Macintosh,1280x800,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.74 Safari/537.36",Male,31-40 years,Doctorate/PhD,Python,Unemployed,VE - Venezuela,"1,(GMT+01:00) Madrid",7,8,16,16,6,41.38330078125,2.1833038330078,-1,
R_30tSl5klAux0lDk,Default Response Set,Anonymous,,,79.116.55.65,0,2015-03-04 18:18:18,2015-03-04 18:19:26,1,1,c_arty,Chrome,40.0.2214.115,Linux x86_64,1920x1080,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,High School,Python,Student,MD - Moldova,"2,(GMT+02:00) Bucharest",7,3,3,5,5,46.766693115234,23.600006103516,-1,
R_2s7QSFYJdRiWEPU,Default Response Set,Anonymous,,,80.174.199.112,0,2015-03-04 18:19:51,2015-03-04 18:20:37,1,1,LaguneXXX,Chrome,41.0.2272.74,Macintosh,1280x800,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.74 Safari/537.36",Male,31-40 years,Doctorate/PhD,Python,Unemployed,VE - Venezuela,"1,(GMT+01:00) Madrid",7,6,16,16,12,41.38330078125,2.1833038330078,-1,
R_8e5MTNRIjNVtmeZ,Default Response Set,Anonymous,,,103.252.202.97,0,2015-03-04 18:20:50,2015-03-04 18:24:33,1,1,SePulTribe,Safari iPhone,6.0,iPhone,320x480,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",Male,26-30 years,Undergraduate/Bachelor's degree,C++,Employed,SG - Singapore,"8,(GMT+08:00) Singapore",8,4,4,4,4,1.2931060791016,103.85580444336,-1,
R_1n1vGFWESi773ok,Default Response Set,Anonymous,,,135.23.121.80,0,2015-03-04 18:25:51,2015-03-04 18:26:34,1,1,zhangyilun,Chrome,40.0.2214.111,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Other,3rd year,CN - China,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",8,10,8,8,8,43.44970703125,-80.489303588867,-1,
R_8q3Fo4nPZ20Kjkh,Default Response Set,Anonymous,,,194.58.102.91,0,2015-03-04 18:25:36,2015-03-04 18:27:39,1,1,V[i]ctor,Chrome,40.0.2214.111, Linux x86_64,1600x900,13.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/40.0.2214.111 Chrome/40.0.2214.111 Safari/537.36",Male,20-25 years old,High School,C++,student,RU - Russia,"3,(GMT+03:00) Moscow",7,1,1,2,6,55.75,37.616592407227,-1,
R_8HCuK1ddhALiaPz,Default Response Set,Anonymous,,,41.178.216.2,0,2015-03-04 18:23:31,2015-03-04 18:28:35,1,1,MahmoudAGawad,Chrome,40.0.2214.115,Windows NT 6.2,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Student.,EG - Egypt,"2,(GMT+02:00) Cairo",7,2,3,4,6,30.050003051758,31.366592407227,-1,
R_3ekuhv2wlXQOo1g,Default Response Set,Anonymous,,,70.195.1.237,0,2015-03-04 18:33:27,2015-03-04 18:34:47,1,1,kino,Chrome,40.0.2214.114,OpenBSD amd64,1366x768,-1,1,"Mozilla/5.0 (X11; OpenBSD amd64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.114 Safari/537.36",Male,26-30 years,High School,C++,Employed,US - United States,"-7,(GMT-07:00) Mountain Time (US &amp; Canada)",5,3,3,3,5,38.982192993164,-94.670799255371,-1,
R_0ui64x7RwLW67xr,Default Response Set,Anonymous,,,89.76.204.128,0,2015-03-04 18:34:24,2015-03-04 18:37:13,1,1,m2cl3k@gmail.com,Chrome,41.0.2272.76,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Undergraduate,PL - Poland,"1,(GMT+01:00) Warsaw",8,24,20,10,10,52.25,21,-1,
R_sUtXSxwwo76RooV,Default Response Set,Anonymous,,,104.132.32.110,0,2015-03-04 18:31:09,2015-03-04 18:39:09,1,1,caustique,Chrome,40.0.2214.115,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Software Engineer,KZ - Kazakhstan,"1,(GMT+01:00) Bern",8,10,10,10,10,37.419204711914,-122.05740356445,-1,
R_3oMjaa7bqjkxR1H,Default Response Set,Anonymous,,,108.210.206.127,0,2015-03-04 18:38:49,2015-03-04 18:40:22,1,1,marchyoung,Chrome,40.0.2214.115,Macintosh,2560x1440,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,41-50 years,Postgraduate/Master of arts,Other,employed,US - United States,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",8,4,4,4,4,37.457595825195,-122.10409545898,-1,
R_a5agQmPXpOzgi7n,Default Response Set,Anonymous,,,92.55.105.0,0,2015-03-04 18:44:06,2015-03-04 18:46:12,1,1,ZLATKO,Firefox,35.0,Windows NT 6.3,1366x768,16.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0 SeaMonkey/2.32.1,Male,41-50 years,Undergraduate/Bachelor's degree,C#,Employed,MK - Macedonia,"1,(GMT+01:00) Skopje",9,2,2,3,3,41.031402587891,21.334701538086,-1,
R_9BsrQbyyVhSOt3D,Default Response Set,Anonymous,,,59.167.31.81,0,2015-03-04 18:44:32,2015-03-04 18:47:07,1,1,misaxi,MSIE,10.0,Windows Phone 8.0,383x638,-1,1,Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; NOKIA; Lumia 920),Male,51 years and above,Postgraduate/Master of arts,C#,,CN - China,"10,(GMT+10:00) Sydney",7,2,2,2,2,-33.86149597168,151.20550537109,-1,
R_3lYVL4S9Co00Xu6,Default Response Set,Anonymous,,,109.212.80.166,0,2015-03-04 18:48:19,2015-03-04 18:50:09,1,1,Nil_ct,Chrome,40.0.2214.115,Windows NT 6.1,1920x1200,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Female,41-50 years,Postgraduate/Master of arts,Java,Student,FR - France,"1,(GMT+01:00) Paris",7,5,2,4,4,45.748504638672,4.8466949462891,-1,
R_PSNjLWi4BSohXsl,Default Response Set,Anonymous,,,95.90.199.252,0,2015-03-04 18:49:55,2015-03-04 18:52:06,1,1,rolandino,Firefox,35.0,Windows NT 6.1,1920x1080,16.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,Male,31-40 years,Postgraduate/Master of arts,Python,self employed,DE - Germany,"1,(GMT+01:00) Berlin",10-completely willing,4,4,4,4,48.149993896484,11.583297729492,-1,
R_2e8w8UwBI4nLnPl,Default Response Set,Anonymous,,,98.24.114.119,0,2015-03-04 18:48:27,2015-03-04 18:53:22,1,1,smudge,Chrome,40.0.2214.115,Windows NT 6.1,1600x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Postgraduate/Master of arts,Other,Temporary contract part-time,US - United States,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",3,4,4,4,4,35.170700073242,-80.791999816895,-1,
R_2dhiI88Zd4aKE0d,Default Response Set,Anonymous,,,174.106.68.222,0,2015-03-04 18:51:49,2015-03-04 18:54:13,1,1,nroeth,Firefox,31.0,Linux x86_64,1680x1050,11.2.202,,Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.4.0,Male,51 years and above,Doctorate/PhD,Java,employed,US - United States,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",4,6,4,4,12,35.131103515625,-80.851196289062,-1,
R_2TKMn36daQOJBNg,Default Response Set,Anonymous,,,50.167.189.121,0,2015-03-04 18:57:54,2015-03-04 18:59:43,1,1,rst9288,Firefox,36.0,Windows NT 6.1,1536x864,16.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,,,Postgraduate/Master of arts,Java,,,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",6,10,10,10,10,33.78840637207,-84.349098205566,-1,
